// interfaces // arguments
// callable statement support ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
// replicate does cascade to uninitialized collections
// prefer re-generation of identity!
// ignore this error for now
// transfer an explicitly defined entity name // handle the lazy attribute
// return the connection
// First, collect all of the select expressions. // NOTE: This must be done *before* invoking setScalarColumnText() because setScalarColumnText() // changes the AST!!!
// TODO : this really needs to be delayed unitl after we definitively know all node types // where this is currently a problem is parameters for which where we cannot unequivocally // resolve an expected type
// iconst_i
// we found it
//TODO: optimize this better!
// it is or was referenced _somewhere_
// Collection of components.
//return classAlias == null ? className : classAlias;
//TODO: code duplication with JoinedSubclassEntityPersister
//need to hydrate it.
// TABLENAME
//null clientLock is remotely possible but will never happen in practice
// add temp entry so that the next step is circular-reference // safe - only needed because some types don't take proper // advantage of two-phase-load (esp. components)
// The current_timestamp is more accurate, but only known to be supported // in SQL Server 7.0 and later (i.e., Sybase not known to support it at all)
// found
//handle a property-ref
// You may still have other ResultSets or update counts left to process here  // but you can't do it now or the ResultSet you just got will be closed
//TODO: this class does too many things! we need a different //kind of path expression parser for each of the diffferent //ways in which path expressions can occur
// Handle collection-fiter compilation. // IMPORTANT NOTE: This is modifying the INPUT (HQL) tree, not the output tree!
// a collection loaded in the current session // can not possibly be the collection belonging // to the entity passed to update()
// Parse the query string into an HQL AST.
// Turn off includeSubclasses on all FromElements.
//note that each iteration of the loop may add new elements
// for convenience to save some lookups
// dirty check against the usual snapshot of the entity
//implicit polymorphism not supported (would need a union)
// *load_1 // each type
// end region to handling exception (BulkAccessorException)
//TODO!
// Generate implicit joins, only if necessary.
// Does the LIMIT clause take a "maximum" row number instead of a total number of returned rows?
//needed for SOAP libraries, etc
// the user specifically supplied update="true", // which constitutes an illegal combo
// Dialect function
// Put the THETA_JOINS node before the HQL condition, after the filters.
// Allows various loaders (ok mainly the QueryLoader :) to check // whether scrolling of their result set should be allowed. // // By default it is allowed.
"//			ps.close(); //just close it; do NOT try to return it to the pool! //NOTE: early exit!"
// todo : potentially look at optimizing these two arrays
// automatically makes a column with the default name if none is specifed by XML
// ldc // field name
// really there are two situations where it should be ok to allow the insertion // into properties defined on a superclass: //      1) union-subclass with an abstract root entity //      2) discrim-subclass // // #1 is handled already because of the fact that // UnionSubclassPersister alreay always returns 0 // for this call... // // we may want to disallow it for discrim-subclass just for // consistency-sake (currently does not work anyway)...
// mappings might contain either the "raw" extends name (in the case of // an entity-name mapping) or a FQN (in the case of a POJO mapping).
// find any entities that are still transient after retry
"//			        ( implied && DotNode.useThetaStyleImplicitJoins ) ) {"
//Sybase BIT type does not support null values
// early exit...
//String[] fk = StringHelper.qualify( "collection_", cp.getKeyColumnNames() );
// Create a new FILTERS node as a parent of all filters
// an uninitialized proxy, noop, don't even need to // return an id, since it is never a save()
"/*public Type[] getSqlResultTypes() {		return sqlResultTypes;	}*/"
//value is the entity name
// even though we might find a pre-existing element by join path, we may not be able to reuse it...
"//		registerColumnType( Types.VARCHAR, 16777215, ""mediumtext"" ); //		registerColumnType( Types.VARCHAR, 65535, ""text"" );"
// instantiate a new instance
//decrement the lock
// if the corresponding SQL value is NULL, the reader we got is NULL as well
// Make sure that all from elements registered with this FROM clause are actually in the AST.
"/*return that.type.equals(type) && 			EqualsHelper.equals(that.value, value);*/"
// save() operations ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
// Bind the filters
//saveOrUpdateCopy() is deprecated!
// Its the listener class name
// Inner classes ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
// dirty check against the database snapshot, if possible/necessary
// if it is a compound path
// starting index
// intializes result by side-effect
// Run a subquery loader
// TODO Is this a valid operation on a timestamps cache?
"//		return getFactory().getSettings().getBytecodeProvider().getProxyFactoryFactory().buildProxyFactory();"
//pass the column name (a generated id almost always has a single column)
// the path expression ends at the ]
//handle quoted strings
// For the case of dynamic-update="false", or no snapshot, we use the static SQL
// pre-determine and cache the hashcode
// get meta's from <hibernate-mapping>
// for merging of versioned entities, we consider the version having // been changed only when: // 1) the two version values are different; //      *AND* // 2) The target actually represents database state! // // This second condition is a special case which allows // an entity to be merged during the same transaction // (though during a seperate operation) in which it was // originally persisted/saved
// Add the type to the list of returned sqlResultTypes.
// work around that crazy issue where the tree contains // "empty" FromElements (no text); afaict, this is caused // by FromElementFactory.createCollectionJoin()
// aload 5 // load exception
// Write HTML footer
//TODO: assertion only, could be optimized away
//Now write the values of fields onto the prepared statement
//were an odd or even number of NOTs encountered //the join string built up by compound paths inside this expression //a flag indicating if the subexpression is known to be boolean
// We need to seed the version value as part of this bulk insert
//registerFunction( "trim", new StandardSQLFunction( "trim", Hibernate.STRING ) );
//swallow, the transaction was finished
// this is equivalent to the old behavior...
// ifnonnull (label1)
// TODO : an optimization here would be to consider cascade deletes and not gen those delete statements; //      the difficulty is the ordering of the tables here vs the cascade attributes on the persisters -> //          the table info gotten here should really be self-contained (i.e., a class representation //          defining all the needed attributes), then we could then get an array of those
// bad type
// new methods in dialect3
//private String propertyName;
// -- Loader implementation --
//scan for next non-whitespace token
// TODO : safe to interpret "map.remove(key) == null" as non-dirty?
// Find the WHERE; if there is no WHERE, find the FROM...
// should not be able to reach last without maxPosition being set // unless there are no results
// we are the RHS of the DOT representing a naked comp-prop-ref
// This will add the new from element to the origin.
//name from a super query (a bit inelegant that it shows up here)
// Handle actions
//initialize properties of the event:
//Cope with special cases of AND, NOT, ()
// iterate entries ordered by capacity to find first fit
// isTransactionCallbackRegistered denotes whether any Hibernate // Transaction has registered as a callback against this // JDBCContext; only one such callback is allowed.  Directly // serializing this value causes problems with JDBCTransaction, // or really any Transaction impl where the callback is local // to the Transaction instance itself, since that Transaction // is not serialized along with the JDBCContext.  Thus we // handle that fact here explicitly...
//copyValues works by reflection, so explicitly mark the entity instance dirty
// Create the FROM element for the target (the elements of the collection).
// nothing to do in a stateful session
// dynamic filters attached to the class-level
// todo : temporary //      needed because currently persister is the one that //      creates and renders the join fragments for inheritence //      hierarchies...
//Named Queries:
//TODO: never reached, since getTypeName() actually throws an exception!
// just ignore
//NOTE EARLY EXIT
//fetch="join" overrides default laziness //fetch="join" overrides default laziness
//init the aliases, after initing the constructornode
// Create the SessionFactory from hibernate.cfg.xml
//Statistics and logging:
// index should be last column listed
// Otherwise, use the property mapping.
"//		return !isOneToMany();"
// we are now at a new tree level
// is this really necessary?
//it must be a collection fetch
// need to look it up from the persistence-context
// swallow it, and continue to roll back JTA transaction
// binary %Stream // character %Stream
// just especially for the trivial collection filter
"// Take care of any entities that might have // been evicted!	"
// Generate an explicit join for the root dot node.   The implied joins will be collected and passed up // to the root dot node.
// todo: this was added to support initializing an entity's EntityEntry snapshot during reattach; // this should be refactored to instead expose a method to assemble a EntityEntry based on this // state for return.
// First, try to get the persister using the given name directly.
//return memberPersister.getPropertyType(propertyName);
// TODO: The order in which entities are saved may matter (e.g., a particular transient entity //       may need to be saved before other transient entities can be saved; //       Keep retrying the batch of transient entities until either: //       1) there are no transient entities left in transientCopyCache //       or 2) no transient entities were saved in the last batch // For now, just run through the transient entities and retry the merge
//FIXME: get the PersistentClass
//if it is initialized, see if the underlying //instance is contained, since we need to  //account for the fact that it might have been //evicted
//unwrap the object
// assume we are in an auto-commit state
//include the discriminator and class-level where, but not filters
// it is possible for this method to be called during flush processing, // so make certain that we do not accidently initialize an uninitialized proxy
// First, save off the pertinent ids, saving the number of pertinent ids for return
// Add a zero (or quite low) timeout option so we don't block. // Ignore any TimeoutException. Basically we forego caching the // query result in order to avoid blocking. // Reads are done with suspended tx, so they should not hold the // lock for long.  Not caching the query result is OK, since // any subsequent read will just see the old result with its // out-of-date timestamp; that result will be discarded and the // db query performed again.
//after reset!
// So this needs to be safe from concurrent modification problems. // It is safe because of how IdentityMap implements entrySet()
//workaround, for backward compatibility of sets with no //not-null columns, assume all columns are used in the //row locator SQL
// Due to the complexity in initializing the SelectClause, do not generate one here. // If it is not found; simply return null... // // Also, do not cache since it gets generated well after we are created.
// Don't resolve the node again.
// we have something like : "? [op] rhs"
// todo : move this to SF per HHH-3517; also see HHH-1907 and ComponentMetamodel
// TODO: copy/paste from ManyToOneType
// required to exception table // iconst_0 // i
// Handle any filters applied to the class level
// an association
// PROPERTIES
// first, break down the returns into maps keyed by alias // so that role returns can be more easily resolved to their owners
//TODO: handle the case of a foreign key to something other than the pk
//operations which cascade as far as the collection also cascade to collection elements
// Otherwise, we have a non-scalar select with defined collection fetch(es). // Make sure that there is only a single root entity in the return (no tuples)
//TODO: temporary
//note that i parameter is now unused (delete it?)
// Constructors are always considered scalar results.
// identifier quoting support ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
//the class discriminator value
// iterate over the *old* list
// iload_3 // i
//otherwise recreate the mapping between the collection and its key
// process the "new" HQL style where aliases are assigned // _after_ the class name or path expression ie. using // the AS construction
// make sure spinning forward did not put us past the end of the buffer...
// (EQ a NULL) => (IS_NULL a)
// Collect the select expressions, skip the first child because it is the class name.
// Write any appropriate versioning conditional parameters
// if the original is a PersistentCollection, and that original // was not flagged as dirty, then reset the target's dirty flag // here after the copy operation. // </p> // One thing to be careful of here is a "bare" original collection // in which case we should never ever ever reset the dirty flag // on the target because we simply do not know...
// and the qualifier is not the alias of this criteria //      -> check to see if we belong to some criteria other //          than the one that created us
/* trim done to workaround stupid oracle bug that cant handle whitespaces before a { in a sp */
//maintain correct duplication if loaded in a cartesian product
// our parent is another dot node, meaning we are being further dereferenced. // thus we need to generate a join unless the parent refers to the associated // entity's PK (because 'our' table would know the FK).
//we can inner join to superclass tables (the row MUST be there) //we can never inner join to subclass tables
// cascade-save to many-to-one BEFORE the parent is saved
//TODO: Somehow add the newly created foreign keys to the internal collection
//postDelete: // After actually deleting a row, record the fact that the instance no longer  // exists on the database (needed for identity-column key generation), and // remove it from the session cache
// If the workspace node has null as well, OK; if not we've // been modified in a non-comparable manner, which we have to // treat as us being newer
// Configurable implementation ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
//use of a stringbuffer to workaround a JDK bug
// if the from-clauses are the same, we can be a little more aggressive in terms of what we reuse
// look for a proxy
// invokevirtual
//before cascade! //TODO: should this be Session.instantiate(Persister, ...)?
//no need to check laziness, dirty checking handles that
// Get the function name node.
// TODO : shouldnt inserts be Expectations.NONE?
"//					int parameterStart = getWalker().getNumberOfParametersInSetClause(); //					List allParams = getIdSelectParameterSpecifications(); //					Iterator whereParams = allParams.subList( parameterStart, allParams.size() ).iterator();"
// used from testsuite
// If that didn't work, try using the 'import' name.
// HHH-276 : implied joins in a subselect where clause - The destination needs to be added // to the destination's from clause. // Not sure if this is will fix everything, but it works.
// key is an entity involved with the operation performed by the listener; // value can be either a copy of the entity or the entity itself
//TODO: move these to a new JoinableType abstract class, //extended by EntityType and PersistentCollectionType:
//int result = 17; //result = 37 * result + type.hashCode(); //result = 37 * result + ( value==null ? 0 : value.hashCode() ); //return result;
// register the standard dialect resolver
//need to do that here rather than in the save event listener to let //the post insert events to have a id-filled entity when IDENTITY is used (EJB3)
// aliases for composite-id's
// Configured using the Properties File Configurator
// hit the database, after checking the session cache for a snapshot
// user supplied JDBC connections
//handle <=, >=, !=, is not, not between, not in
// belong to other persister // belong to other persister
// First, save off the pertinent ids, as the return value
// note that %string is deprecated
// set up second pass
//TODO: this class depends directly upon CriteriaImpl,  //      in the impl package ... add a CriteriaImplementor  //      interface
//overriden to avoid System.exit
// todo : move to StringHelper?
// See if the user configured a multiplexer stack
// then dom4j tuplizer, if dom4j representation is available
// Register the FromElement with the FROM clause, now that we have the names and aliases.
// embedded composite ids ( alias.idname1, alias.idname2 )
// register a cleanup synch
"//		SQLQueryParser parser = new SQLQueryParser( //				sqlQuery, //				processor.getAlias2Persister(), //				processor.getAlias2Return(), //				aliases, //				collAliases, //				collPersisters, //				suffixes, //				collSuffixes //		); // //		sql = parser.process(); // //		namedParameterBindPoints = parser.getNamedParameters();"
//the following two lines were added to ensure that this.params is not null, which //can happen with two-deep nested subqueries
//now we might need to recalculate the dirtyProperties array
//foo.bars.size (also handles deprecated stuff like foo.bars.maxelement for backwardness)
// Fetch Reader content up to the end - and put characters in a StringBuffer
// if not wrappered yet, its dirty (this can't occur, because // we now always call wrap() before getting to here) // return ( ! (obj instanceof PersistentCollection) ) ? //true : searchForDirtyCollections( (PersistentCollection) obj, type );
// todo : remove
// We've been here before
//if the identifier is quoted, remove the quotes
// entity name will not be available for non-POJO entities // TODO: cache the entity name somewhere so that it is available to this exception
// classic translator does not support collection of ordinal // param metadata
//identifier collections not supported for 1-to-many
// The associated entity is implied, but it must be included in the FROM. // The collection alias is the role.
//JDBC and connection settings:
// Create an OuterJoinGenerator for this dialect.
// short-circuit(s) // no new elements, the old list contains only Orphans // no old elements, so no Orphans neither
// table=null -> an association // - fill it in later //TODO fill in the mappings for table == null
// If there is no WHERE node, make one.
//TODO
// This method may be called many times!!
// We don't want to waste effort setting an option if JBC is // already in LOCAL mode. If JBC is REPL_(A)SYNC then check // if they passed an config option to disable query replication
//use the id column alias
//update all the modified entries
// this has been shown to happen occasionally in rare cases // when using a transaction manager + transaction-timeout // where the timeout calls back through Hibernate's // registered transaction synchronization on a separate // "reaping" thread.  In cases where that reaping thread // executes through this block at the same time the main // application thread does we can get into situations where // these CMEs occur.  And though it is not "allowed" per-se, // the end result without handling it specifically is infinite // looping.  So here, we simply break the loop
// Use the token as an identifier.
//Must occur after resolving identifiers!
// the ids are fully resolved, so compare them with isDirty(), not isModified()
// TODO: Should this really return null?  If not, figure out something better to do here.
//xml is the entity name
// not array
// features which remain constant across 8i, 9i, and 10g ~~~~~~~~~~~~~~~~~~
// register hibernate types for default use in scalar sqlquery type auto detection
// Need to account for allowable '_' within the variant
// Oracle driver reports to support getGeneratedKeys(), but they only // support the version taking an array of the names of the columns to // be returned (via its RETURNING clause).  No other driver seems to // support this overloaded version.
//TODO: check this....
// should be ok performance-wise to generate new delegate instances for each // request since these are locally stack-scoped.  Besides, it makes the code // much easier to read than the old TransactionHelper stuff...
//TODO: can we limit stored procedures ?!
//it refers to an alias of a projection
// Deserialize //-----------------------------------------------------------------------
//Arrays.asList doesn't do primitive arrays
// If the expression list has exactly one expression, and the type of the expression is a collection // then this might be a collection function, such as index(c) or size(c).
// Just add a 'not' parent.
// JoinProcessor needs to know if the where clause fragment came from a dynamic filter or not so it // can put the where clause fragment in the right place in the SQL AST.   'hasFilterCondition' keeps track // of that fact.
"/*DataSource unpooled = DataSources.unpooledDataSource(				jdbcUrl, props.getProperty(Environment.USER), props.getProperty(Environment.PASS)			);*/"
// %upper is deprecated
// invokeinterface // invoke Enabled.getInterceptFieldCallback()
"/*public boolean dropTemporaryTableAfterUse() {		//we have to, because postgres sets current tx		//to rollback only after a failed create table		return true;	}*/"
// make sure this "name" is an integral
// Here we don't want to suspend the tx. If we do: // 1) We might be caching query results that reflect uncommitted // changes. No tx == no WL on cache node, so other threads // can prematurely see those query results // 2) No tx == immediate replication. More overhead, plus we // spread issue #1 above around the cluster
//work around a bug in all known connection pools....
// pass control along to the rest of the processing chain
// todo : add the notion of enabled filters to the CacheKey to differentiate filtered collections from non-filtered; //      but CacheKey is currently used for both collections and entities; would ideally need to define two seperate ones; //      currently this works in conjuction with the check on //      DefaultInitializeCollectionEventHandler.initializeCollectionFromCache() (which makes sure to not read from //      cache with enabled filters). // EARLY EXIT!!!!!
// upgrade the lock if necessary: //lock(result, lockMode);
//do nothing to avoid a lazy property initialization
//by default, natural-ids are "immutable" (constant)
//note early exit here:
// No additional open braces found in the string, append the // rest of the string in its entirty and quit this loop
//kinda ugly, but needed for collections with a "." node mapping
//cannot be instantiated
// during deserialization, we need to reconnect all proxies and // collections to this session, as well as the EntityEntry and // CollectionEntry instances; these associations are transient // because serialization is used for different things.
// 60 seconds
"//		 You may still have other ResultSets or update counts left to process here //		 but you can't do it now or the ResultSet you just got will be closed"
//should this interface extend PropertyMapping?
// If there are no collection fetches, then no further checks are needed
//not really necessary, I guess...
// after *all* persisters and named queries are registered
//TODO: put this stuff back in to read snapshot from //      the second-level cache (needs some extra work)
// the current iterator
/* static methods only - hide constructor */
// if there is no TM configured, we will not be able to access // the javax.transaction.Transaction object in order to // register a synch anyway.
// Do nothing, eplicit from elements are *always* in the projection list.
// should probably no-op commit/rollback here, at least in JTA scenarios
// get the updated snapshot of the entity state by cloning current state; // it is safe to copy in place, since by this time no-one else (should have) // has a reference  to the array
// otherwise, we only need to flush if there are in-memory changes // to the queried tables
// from Map
//all joins join to the pk of the driving table
// if a ThreadLocalSessionContext-bound session happens to get // serialized, to be completely correct, we need to make sure // that unbinding of that session occurs.
// Return StringBuffer content as a large String
// for now, just "re-flatten" the metamodel since this is temporary stuff anyway (HHH-1907)
// process the "old" HQL style where aliases appear _first_ // ie. using the IN or IN CLASS constructions
// for expected parameter type injection, we expect that the lhs represents // some form of property ref and that the children of the in-list represent // one-or-more params.
// NOTE: this assumes something about how propertySelectFragment is implemented by the subclass! // was toUnqotedAliasStrings( getIdentiferColumnNames() ) before - now tried // to remove that unqoting and missing aliases..
//end of array, start filling again from start
// by default just use an unanticipated capacity since we don't // know how to extract the capacity to use from original here...
// Next, try to locate this resource through the system classloader
//element = XMLHelper.generateDom4jElement( persister.getNodeName() );
// the referenced node text is the special 'id'
//shortcut
// Defensive, convenience methods
//no pointbase BIT
// Here we render the select column list based on the properties defined as being generated. // For partial component generation, we currently just re-select the whole component // rather than trying to handle the individual generated portions.
// grab its current state
// TODO: better error message since we actually support composites if names are explicitly listed.
//this.forceCacheRefresh = forceCacheRefresh;
// Use the lower case function name. // Remember whether we're in a SELECT clause or not.
// don't create a unique key, 'cos some // databases don't like a UK on nullable // columns //getCollectionTable().createUniqueKey( getIdentifier().getConstraintColumns() );
// todo : hack!!! // NOTE : here we cleanup the load context when we have no more local // LCE entries.  This "works" for the time being because really // only the collection load contexts are implemented.  Long term, // this cleanup should become part of the "close result set" // processing from the (sandbox/jdbc) jdbc-container code.
// We ensure ASYNC semantics (JBCACHE-1175)
// The RDMS concat() function only supports 2 parameters
// all DistinctRootEntityResultTransformer are considered equal ~~~~~~~~~~~
// remove initial " and "
//allow 9,8,7,6,5,4,3,2,1
// Set up the cache factory
// Get the configurator files (if available)
// Retrieve the value of the designated column in the current row of this // ResultSet object as a java.io.Reader object
// First, try to locate this resource through the current // context classloader.
//TODO: arithmetic expressions, multiple new Foo(...)
// Chop off the rest of the tree.
// Oracle did add support for ANSI CASE statements in 9i
// NOT NULL VIOLATION
// The user requested a "greater" (i.e. more restrictive) form of // pessimistic lock
// CLASS + TABLE
// Configured outside of Hibernate (i.e. Servlet container, or Java Bean Container // already has Proxool pools running, and this provider is to just borrow one of these
//TODO: assumes all collections disassemble to an array!
//TODO: should we allow suffixes on these ?
// strip table-owner because Informix always returns constraint names as "<table-owner>.<constraint-name>"
// the name of an entity class
// yuck!
// The default SQLExceptionConverter for all dialects is based on SQLState // since SQLErrorCode is extremely vendor-specific.  Specific Dialects // may override to return whatever is most appropriate for that vendor.
"//	public List getCollectionAliases() { //		return collectionAliases; //	} // //	/*public List getCollectionOwners() { //		return collectionOwners; //	}*/ // //	public List getCollectionOwnerAliases() { //		return collectionOwnerAliases; //	} // //	public List getCollectionPersisters() { //		return collectionPersisters; //	} // //	public Map getAlias2Persister() { //		return alias2Persister; //	} // //	/*public boolean isCollectionInitializer() { //		return isCollectionInitializer; //	}*/ // ////	public List getPersisters() { ////		return persisters; ////	} // //	public Map getAlias2OwnerAlias() { //		return alias2OwnerAlias; //	} // //	public List getScalarTypes() { //		return scalarTypes; //	} //	public List getScalarColumnAliases() { //		return scalarColumnAliases; //	} // //	public List getPropertyResults() { //		return propertyResults; //	} // //	public List getCollectionPropertyResults() { //		return collectionResults; //	} // // //	public Map getAlias2Return() { //		return alias2Return; //	}"
//it does not refer to an alias of a projection, //look for a property
// Compare the two maps for equality
// right represents a joins originating from left...
// Get the persister for the _subclass_
// IBID for current_time and current_date
// TODO Why not use the timestamp in a DataVersion?
// a "detached" collection that belonged to a different entity
// IdentifierGenerator implementation ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
//TODO: avoid this for non-new instances where mightBeDirty==false
// Make sure the root node for the region exists and  // has a DataVersion that never complains
// cascade-delete to collections BEFORE the collection owner is deleted
// Remove all the old entries
// use old (HB 2.1) defaults if outer-join is specified
//we must clone embedded composite identifiers, or  //we will get back the same instance that we pass in
"//	void setComponentTuplizerFactory(ComponentTuplizerFactory componentTuplizerFactory) { //		this.componentTuplizerFactory = componentTuplizerFactory; //	}"
// determine if the collection elements are entities...
//cachedState,
// Need to use the identifier type of the collection owner // since the incoming is value is actually the owner's id. // Using the collection's key type causes problems with // property-ref keys...
//cache the hashcode
// persists don't cascade to uninitialized collections
//bad cast
// --- Inner classes (moved here from sql-gen.g) ---
// astore 5 // store exception
// otherwise, a trim-specification and/or a trim-character // have been specified;  we need to decide which options // are present and "do the right thing" // should leading trim-characters be trimmed? // should trailing trim-characters be trimmed? // the trim-character // the trim-source
// We only build caches if *none* were passed in.  Passing in // caches counts as a clear statement of exactly what is wanted
//if dotted and not load-collection nor return-join //regular property
//allow any identifier quoted with backtick //only recognizes identifiers beginning with a letter
// Don't need to lock the cache here, since if someone // else inserted the same pk first, the insert would fail
// NativeSQL: collect key column and auto-aliases
// Add NOT if it's negated.
// Bind the order-by
// SQL Server (at least up through 2005) does not support defining // cascade delete constraints which can circel back to the mutating // table
// NOTE : ( max - 1 ) because first is zero-based while max is not...
//always overwrite nonversioned data
// remove initial ", "
// finally, what it's all about...
//Custom SQL
// currently only the Hibernate-supplied DbTimestampType is supported here
// this method is a noop if there is a Synchronization!
// Finally, read ahead one row to position result set cursor // at the first physical row we are interested in loading
//Schema export:
// try "get"
// don't need subclass tables, because they can't appear in conditions
//TODO: add owner argument!!
//TODO: not quite sure about the full implications of this!
// moved up from AbstractEntityPersister ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
// todo : is there really any reason to kkeep trying if this fails once?
//TODO: move into collection type, so we can use polymorphism!
//TODO: ideally we need the construction of PropertyAccessor to take the following: //      1) EntityMode //      2) EntityMode-specific data (i.e., the classname for pojo entities) //      3) Property-specific data based on the EntityMode (i.e., property-name or dom4j-node-name) // The easiest way, with the introduction of the new runtime-metamodel classes, would be the // the following predicates: //      1) PropertyAccessorFactory.getPropertyAccessor() takes references to both a //          org.hibernate.metadata.EntityModeMetadata and org.hibernate.metadata.Property //      2) What is now termed a "PropertyAccessor" stores any values needed from those two //          pieces of information //      3) Code can then simply call PropertyAccess.getGetter() with no parameters; likewise with //          PropertyAccessor.getSetter()
//TODO: return new Lock(ts);
// need to extract the component values and check for subtype replacements...
//the first id found after the given id
/*(array==null) ? tempList.get(i) :*/
//use of trim() here is ugly?
// in non-select queries, the only time we should need to join is if we are in a subquery from clause
// try to "pretty print" it
// HELLA IMPORTANT OPTIMIZATION!!!
// (NOT (GT a b) ) => (LE a b)
// ignore this row, the collection is in process of // being loaded somewhere further "up" the stack
// copy elements into newly empty target collection
// we do not actually propogate ANTLRExceptions as a cause, so // log it here for diagnostic purposes
// Sub-insertions should occur before containing insertion so // Try to do the callback now
// loop through all the associations of the current entity and make sure that they are processed // before the current batch number
//TODO: make EntityPersister *not* depend on SessionFactoryImplementor //interface, if possible
// ORPHAN DELETE (used for programmer error detection)
// Oracle8 and previous define only a "DATE" type which //      is used to represent all aspects of date/time
// The property is a collection...
//tolerates nulls
// ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~ // stuff that is Tuplizer-centric ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~ // ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
// For Timestamps, we default to a separate config
// Use the DOT node to emit the first column name. // Create the column names, folled by the column aliases.
// create the collection holding the Orphans
// long
// add the comment // nest the main query in an outer select // add the rownnumber bit into the outer query select list
// more specifically : "? [op] datetime" //      1) if the operator is MINUS, the param needs to be of //          some datetime type //      2) if the operator is PLUS, the param needs to be of //          some numeric type
// This handles HHH-354, where there is a strange property name in a where clause. // If the lookahead contains a DOT then something that isn't an IDENT...
// We need to generate ids as part of this bulk insert. // // Note that this is only supported for sequence-style generators and // post-insert-style generators; basically, only in-db generators
// Get the function return value type, based on the type of the first argument.
//return memberPersister.getType();
// cannot handle single quotes
//no big deal
// Constructors ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
// the mapping of entity names to their latest batch numbers.
//hilo params
// Recognition code ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
// jdbc params are 1-based
// Among other things, updateReachables() will recursively load all // collections that are moving roles. This might cause entities to // be loaded.
// by default we report no support for NOWAIT lock semantics
// starts with a path expression (new style)
// if we reach the end of the string w/o finding the // matching end, that is an exception
// Essentially: // 1) If we have a local (Hibernate) transaction in progress //      and it already has the UserTransaction cached, use that //      UserTransaction to determine the status. // 2) If a transaction manager has been located, use //      that transaction manager to determine the status. // 3) Finally, as the last resort, try to lookup the //      UserTransaction via JNDI and use that to determine the //      status.
// make it circular-reference safe
//  origin, path, implied, columns, classAlias,
//if there is a user-specified loader, return that //TODO: filters!?
// if the types report logical equivalence, return true...
// ROLENAME
// registerColumnType(Types.VARBINARY, "CHARACTER($l)"); // registerColumnType(Types.BLOB, "CHARACTER($l)" );  // For use prior to CP 11.0 // registerColumnType(Types.CLOB, "CHARACTER($l)" );
// Object insertions, updates, and deletions have list semantics because // they must happen in the right order so as to respect referential // integrity
"//		registerColumnType( Types.BLOB, 16777215, ""mediumblob"" ); //		registerColumnType( Types.BLOB, 65535, ""blob"" );"
// collect EntityIdentifier(s) of the *current* elements - add them into a HashSet for fast access
//remember the uk value
// If the from element isn't in the same clause, create a new from element.
// Downgrade locks
// visit width-first, then depth
//NONE, because its the requested lock mode, not the actual!
// does this entity entry pertain to the entity persister in which we are interested (owner)?
//    protected RegionRootListener listener;
// Append the text of the current node.
//trim off the length/precision/scale
// union subclass support ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
//source.getPersistenceContext().removeNonExist( new EntityKey( id, persister, source.getEntityMode() ) );
// convenience methods relating to operations across arrays of types...
// ok in normal Hibernate usage to delete a detached entity; JPA however // forbids it, thus this is a hook for HEM to affect this behavior
"/*	 * The types represented in the SQL result set.	 *	 * @return The types represented in the SQL result set.	 */"
// "pass along" our initial embedded parameter node(s) to the first generated // sql fragment so that it can be handled later for parameter binding...
// find the batch number associated with the current association, if any.
//Close extra brackets we opened
// parameters on the property mapping should // override parameters in the typedef
// this implementation is supposed to tolerate incorrect unsaved-value // mappings, for the purpose of backward-compatibility
// in case we were deserialized in a different JVM, look for an instance with the same name // (alternatively we could do an actual JNDI lookup here....)
// for non-arrays, we don't need to know the element class //elementType.returnedClass();
// *return // each type
//must add to JNDI _after_ adding to HashMaps, because some JNDI servers use serialization
// found a ctor, but it was not publicly accessible so try to request accessibility
//Cope with a continued path expression (ie. ].baz)
//( (Column) model.getTable().getPrimaryKey().getColumnIterator().next() ).getName();
//throw new UnsupportedOperationException("Can't write to a readonly object");
//INITIALIZATION:
// already been processed...
//TODO: is this really necessary????
// cascade first, so that all unsaved objects get their // copy created before we actually copy
